"word","frequency","level"
"antique",3,7
"antiques",1,7
"antiquity",0,7
"antiseptic",1,7
"antislavery",0,7
"antitrust",0,7
"antlers",2,7
"antoine",1,7
"anton",0,7
"antonio",2,7
"antony",3,7
"ants",14,7
"anvil",4,7
"anxieties",0,7
"anxiety",7,7
"anxious",26,7
"anxiously",8,7
"any",866,7
"anybody",29,7
"anybody's",0,7
"anyhow",7,7
"anymore",11,7
"anyone",123,7
"anyone's",1,7
"anything",255,7
"anytime",1,7
"anyway",36,7
"anywhere",43,7
"aorta",1,7
"apache",2,7
"apaches",0,7
"apart",98,7
"apartment",36,7
"apartments",8,7
"apathy",0,7
"ape",4,7
"apes",2,7
"apex",0,7
"aphids",2,7
"apiece",2,7
"apollo",14,7
"apologetically",2,7
"apologize",3,7
"apologized",1,7
"apology",1,7
"appalachian",5,7
"appalachians",2,7
"appalled",1,7
"appalling",1,7
"apparatus",2,7
"apparel",0,7
"apparent",7,7
"apparently",23,7
"appeal",12,7
"appealed",4,7
"appealing",3,7
"appeals",3,7
"appear",68,7
"appearance",56,7
"appearances",0,7
"appeared",95,7
"appearing",5,7
"appears",39,7
"appendix",2,7
"appetite",5,7
"appetites",1,7
"applauded",2,7
"applause",6,7
"apple",39,7
"applegate",1,7
"apples",18,7
"applesauce",1,7
"appliance",4,7
"appliances",5,7
"applicable",0,7
"applicant",0,7
"applicants",1,7
"application",8,7
"applications",1,7
"applied",17,7
"applies",3,7
"apply",24,7
"applying",6,7
"appoint",1,7
"appointed",9,7
"appointment",8,7
"appointments",0,7
"appraisal",0,7
"appreciable",0,7
"appreciate",10,7
"appreciated",3,7
"appreciation",3,7
"apprehension",1,7
"apprehensive",0,7
"apprentice",8,7
"apprentices",1,7
"apprenticeship",0,7
"approach",22,7
"approached",21,7
"approaches",6,7
"approaching",16,7
"appropriate",5,7
"appropriated",0,7
"appropriately",0,7
"approval",11,7
"approve",6,7
"approved",8,7
"approves",0,7
"approximate",1,7
"approximately",10,7
"april",38,7
"apron",11,7
"aprons",1,7
"apt",7,7
"aptitude",1,7
"aptly",0,7
"aquarium",5,7
"aquatic",1,7
"aqueduct",0,7
"aqueducts",0,7
"aqueous",0,7
"arab",10,7
"arabia",10,7
"arabian",8,7
"arabic",5,7
"arabs",8,7
"arbitrarily",0,7
"arbitrary",0,7
"arbitration",0,7
"arc",5,7
"arch",3,7
"archaeologist",1,7
"archaeologists",4,7
"archbishop",2,7
"arched",6,7
"archeologists",2,7
"archers",0,7
"arches",1,7
"archie",2,7
"archimedes",1,7
"arching",1,7
"architect",5,7
"architects",2,7
"architectural",0,7
"architecture",3,7
"arctic",36,7
"arden",0,7
"ardent",0,7
"arduous",0,7
"are",5827,7
"area",256,7
"areas",140,7
"aren't",30,7
"arena",1,7
"argentina",3,7
"argon",0,7
"argue",9,7
"argued",10,7
"argues",0,7
"arguing",5,7
"argument",15,7
"arguments",15,7
"arid",2,7
"arise",4,7
"arisen",1,7
"arises",1,7
"arising",0,7
"aristocracy",0,7
"aristocrat",1,7
"aristocratic",1,7
"aristotle",2,7
"aristotle's",0,7
"arithmetic",11,7
"arizona",12,7
"ark",1,7
"arkady",2,7
"arkansas",6,7
"arm",112,7
"arm's",1,7
"armada",0,7
"armand",1,7
"armchair",3,7
"armed",19,7
"armful",1,7
"armies",15,7
"armor",7,7
"armored",1,7
"armour",1,7
"arms",126,7
"armstrong",3,7
"army",98,7
"arnold",3,7
"aroma",2,7
"arose",11,7
"around",890,7
"arousal",0,7
"arouse",1,7
"aroused",6,7
"arousing",0,7
"arrange",14,7
"arranged",51,7
"arrangement",14,7
"arrangements",5,7
"arranging",6,7
"array",1,7
"arrest",4,7
"arrested",8,7
"arrests",1,7
"arrietty",2,7
"arrival",20,7
"arrivals",1,7
"arrive",26,7
"arrived",92,7
"arrives",5,7
"arriving",11,7
"arrogance",0,7
"arrogant",0,7
"arrow",26,7
"arrowheads",1,7
"arrows",21,7
"arsenal",0,7
"arsenic",0,7
"art",43,7
"arteries",3,7
"artery",2,7
"arthritis",0,7
"arthur",15,7
"arthur's",0,7
"article",36,7
"articles",35,7
"articulate",0,7
"articulation",0,7
"artifacts",1,7
"artificial",13,7
"artificially",0,7
"artillery",2,7
"artisans",0,7
"artist",15,7
"artistic",2,7
"artists",8,7
"arts",5,7
"as",6487,7
"asa",2,7
"asbestos",0,7
"ascended",1,7
"ascending",0,7
"ascent",1,7
"ascertain",0,7
"ash",16,7
"ashamed",12,7
"ashes",19,7
"ashley",1,7
"ashore",15,7
"asia",76,7
"asian",7,7
"asians",1,7
"asiatic",1,7
"aside",51,7
"ask",177,7
"asked",396,7
"asking",52,7
"asks",19,7
"asleep",37,7
"aspect",2,7
"aspects",2,7
"aspen",2,7
"asphalt",2,7
"aspirations",0,7
"aspirin",2,7
"ass",1,7
"assassinated",0,7
"assassination",0,7
"assault",1,7
"assaults",0,7
"assemble",2,7
"assembled",4,7
"assemblies",1,7
"assembling",1,7
"assembly",17,7
"assent",0,7
"assert",0,7
"asserted",0,7
"asserting",0,7
"assertion",0,7
"assertive",0,7
"assess",0,7
"assessed",0,7
"assessing",0,7
"assessment",0,7
"asset",0,7
"assets",1,7
"assign",0,7
"assigned",11,7
"assigning",0,7
"assignment",9,7
"assignments",6,7
"assimilated",0,7
"assist",4,7
"assistance",5,7
"assistant",15,7
"assistants",4,7
"assisted",2,7
"assisting",0,7
"assists",0,7
"associate",5,7
"associated",5,7
"associates",0,7
"association",8,7
"associations",0,7
"assorted",1,7
"assortment",2,7
"assume",13,7
"assumed",7,7
"assumes",0,7
"assuming",2,7
"assumption",1,7
"assumptions",0,7
"assurance",4,7
"assure",7,7
"assured",13,7
"assures",1,7
"assuring",0,7
"asteroid",1,7
"asteroids",3,7
"asthma",0,7
"astonished",8,7
"astonishing",3,7
"astonishment",6,7
"astounded",2,7
"astounding",1,7
"astride",3,7
"astronaut",8,7
"astronauts",17,7
"astronomer",4,7
"astronomers",11,7
"astronomical",1,7
"astronomy",5,7
"asylum",2,7
"at",5005,7
"ate",69,7
"athena",2,7
"athene",0,7
"athenian",3,7
"athenians",4,7
"athens",16,7
"atherosclerosis",0,7
"athlete",12,7
"athletes",8,7
"athletic",7,7
"athletics",2,7
"atlanta",7,7
"atlantic",51,7
"atlas",3,7
"atmosphere",38,7
"atmospheric",1,7
"atom",23,7
"atomic",12,7
"atoms",33,7
"atop",4,7
"atrium",1,7
"attach",4,7
"attached",41,7
"attaches",1,7
"attaching",1,7
"attachment",2,7
"attachments",0,7
"attack",48,7
"attacked",21,7
"attacking",4,7
"attacks",12,7
"attain",1,7
"attained",0,7
"attaining",0,7
"attempt",30,7
"attempted",7,7
"attempting",2,7
"attempts",10,7
"attend",25,7
"attendance",1,7
"attendant",7,7
"attendants",4,7
"attended",14,7
"attending",5,7
"attention",120,7
"attentions",1,7
"attentive",1,7
"attentively",1,7
"attic",8,7
"atticus",2,7
"attire",0,7
"attitude",16,7
"attitudes",5,7
"attorney",3,7
"attract",18,7
"attracted",14,7
"attracting",2,7
"attraction",7,7
"attractions",0,7
"attractive",17,7
"attractiveness",0,7
"attracts",3,7
"attribute",0,7
"attributed",0,7
"attributes",0,7
"auction",2,7
"audible",1,7
"audience",33,7
"audiences",2,7
"audio",0,7
"audit",0,7
"auditorium",2,7
"auditory",0,7
"audubon",0,7
"august",27,7
"augustine",2,7
"augustus",1,7
"aunt",62,7
"aunt's",1,7
"auntie",2,7
"aunts",5,7
"auricle",0,7
"austin",5,7
"austine",0,7
"australia",25,7
"australian",3,7
"austria",6,7
"austria-hungary",1,7
"austrian",2,7
"authentic",1,7
"author",36,7
"author's",8,7
"authoritarian",0,7
"authoritative",0,7
"authorities",4,7
"authority",15,7
"authorized",0,7
"authors",9,7
"auto",6,7
"autobiography",0,7
"autocratic",0,7
"automated",0,7
"automatic",12,7
"automatically",10,7
"automation",0,7
"automobile",34,7
"automobiles",24,7
"automotive",0,7
"autonomic",0,7
"autonomous",0,7
"autonomy",0,7
"autos",1,7
"autumn",23,7
"auxiliary",1,7
"avail",0,7
"availability",0,7
"available",48,7
"avalanche",3,7
"avenue",14,7
"avenues",1,7
"average",57,7
"averaged",0,7
"averages",2,7
"averaging",0,7
"aversion",0,7
"avery",0,7
"aviation",1,7
"avoid",50,7
"avoidance",0,7
"avoided",11,7
"avoiding",5,7
"avoids",0,7
"aw",1,7
"await",2,7
"awaited",3,7
"awaiting",4,7
"awake",20,7
"awaken",1,7
"awakened",11,7
"awakening",2,7
"award",4,7
"awarded",3,7
"awards",2,7
"aware",52,7
"awareness",3,7
"away",761,7
"awe",5,7
"awed",1,7
"awesome",1,7
"awful",18,7
"awfully",3,7
"awhile",8,7
"awkward",11,7
"awkwardly",2,7
"awoke",9,7
"ax",8,7
"axe",1,7
"axes",5,7
"axis",11,7
"axle",3,7
"axles",0,7
"axon",0,7
"ay",1,7
"aye",3,7
"aztec",8,7
"aztecs",7,7
"b",28,7
"baba",1,7
"babe",2,7
"babies",20,7
"baboon",1,7
"baboons",1,7
"baby",95,7
"baby's",3,7
"baby-sitting",1,7
"babylon",1,7
"babylonia",0,7
"babylonian",0,7
"babylonians",1,7
"babysitting",0,7
"bachelor",2,7
"bachelor's",0,7
"back",1161,7
"backbone",6,7
"backbones",1,7
"backed",10,7
"background",25,7
"backgrounds",2,7
"backing",6,7
"backpack",0,7
"backs",20,7
"backstage",1,7
"backward",23,7
"backwards",5,7
"backyard",5,7
"bacon",11,7
"bacteria",34,7
"bacterial",0,7
"bacterium",0,7
"bad",154,7
"bade",5,7
"badge",2,7
"badger",4,7
"badly",30,7
"baffled",0,7
"baffling",0,7
"bag",48,7
"baggage",5,7
"baggy",2,7
"baghdad",2,7
"bags",19,7
"bahamas",1,7
"bail",1,7
"bailey",1,7
"bait",8,7
"baja",2,7
"bake",6,7
"baked",15,7
"baker",4,7
"baker's",1,7
"bakers",1,7
"bakery",2,7
"baking",10,7
"balance",44,7
"balanced",20,7
"balances",6,7
"balancing",2,7
"balcony",4,7
"bald",7,7
"bale",1,7
"baleen",1,7
"bales",3,7
"balkan",1,7
"balkans",0,7
"ball",156,7
"ballads",0,7
"ballerina",1,7
"ballet",7,7
"balloon",28,7
"balloons",5,7
"ballot",1,7
"ballots",0,7
"balls",14,7
"baltic",3,7
"baltimore",9,7
"bambi",0,7
"bamboo",10,7
"ban",0,7
"banana",4,7
"bananas",8,7
"band",56,7
"bandage",2,7
"bandaged",1,7
"bandages",1,7
"banded",2,7
"bandits",2,7
"bands",22,7
"bang",5,7
"banged",3,7
"banging",2,7
"bangs",0,7
"banished",1,7
"banjo",0,7
"bank",69,7
"bank's",1,7
"banked",1,7
"banker",3,7
"bankers",3,7
"banking",3,7
"bankrupt",0,7
"bankruptcy",0,7
"banks",38,7
"banned",1,7
"banner",3,7
"banners",1,7
"banquet",2,7
"baptist",2,7
"baptized",1,7
"bar",24,7
"barbara",9,7
"barbarian",1,7
"barbarians",2,7
"barbed",3,7
"barber",2,7
"barbers",0,7
"barbershop",1,7
"barbiturates",0,7
"barcelona",2,7
"bard",4,7
"bare",48,7
"bared",1,7
"barefoot",4,7
"barely",25,7
"bargain",7,7
"bargaining",1,7
"barge",2,7
"barges",2,7
"bark",39,7
"barked",5,7
"barker",0,7
"barking",7,7
"barks",2,7
"barley",8,7
"barn",40,7
"barnacles",0,7
"barnes",0,7
"barney",2,7
"barns",7,7
"barnum",1,7
"barnyard",2,7
"barometer",1,7
"baron",5,7
"barons",1,7
"barracks",2,7
"barred",4,7
"barrel",17,7
"barrels",10,7
"barren",9,7
"barrier",10,7
"barriers",3,7
"barry",0,7
"bars",24,7
"barter",2,7
"bartholomew",3,7
"barton",3,7
"basal",0,7
"base",54,7
"baseball",35,7
"based",47,7
"basement",7,7
"bases",12,7
"basic",59,7
"basically",4,7
"basics",1,7
"basil",0,7
"basin",12,7
"basins",3,7
"basis",15,7
"basket",36,7
"basketball",33,7
"baskets",17,7
"bass",2,7
"bastard",1,7
"bat",17,7
"batch",1,7
"bates",2,7
"bath",15,7
"bathe",3,7
"bathed",7,7
"bathing",6,7
"bathroom",14,7
"bathrooms",2,7
"baths",4,7
"bathtub",3,7
"baton",0,7
"bats",17,7
"batted",1,7
"batter",5,7
"battered",6,7
"batteries",1,7
"battering",0,7
"battery",6,7
"batting",2,7
"battle",61,7
"battled",2,7
"battlefield",2,7
"battles",11,7
"bauxite",1,7
"bawled",1,7
"bawling",1,7
"baxter",1,7
"bay",49,7
"bays",7,7
"be",4753,7
"beach",61,7
"beaches",15,7
"beacon",1,7
"bead",2,7
"beaded",1,7
"beads",15,7
"beady",1,7
"beak",9,7
"beaks",1,7
"beam",17,7
"beamed",3,7
"beaming",2,7
"beams",12,7
"bean",4,7
"beans",28,7
"bear",85,7
"bear's",2,7
"beard",14,7
"bearded",3,7
"beards",2,7
"bearer",1,7
"bearing",15,7
"bearings",4,7
"bears",25,7
"beast",14,7
"beasts",13,7
"beat",52,7
"beaten",13,7
"beater",0,7
"beating",20,7
"beatrice",2,7
"beats",8,7
"beauties",1,7
"beautiful",193,7
"beautifully",7,7
"beauty",51,7
"beaver",14,7
"beavers",7,7
"became",359,7
"because",1054,7
"becker",0,7
"beckoned",2,7
"becky",3,7
"become",363,7
"becomes",83,7
"becoming",55,7
"bed",187,7
"bedding",3,7
"bedelia",0,7
"bedford",0,7
"bedouin",1,7
"bedouins",1,7
"bedrock",4,7
"bedroom",31,7
"bedrooms",3,7
"beds",31,7
"bedside",1,7
"bedtime",1,7
"bee",7,7
"beebe",1,7
"beech",6,7
"beecher",1,7
"beef",14,7
"been",1907,7
"beer",10,7
"bees",15,7
"beeswax",0,7
"beet",1,7
"beethoven",0,7
"beetle",5,7
"beetles",9,7
"beets",5,7
"beezus",7,7
"before",1152,7
"beforehand",2,7
"beg",11,7
"began",520,7
"beggar",4,7
"beggars",2,7
"begged",10,7
"begging",6,7
"begin",187,7
"beginner",2,7
"beginners",0,7
"beginning",165,7
"beginnings",9,7
"begins",101,7
"begun",58,7
"behalf",1,7
"behave",18,7
"behaved",3,7
"behaves",1,7
"behaving",3,7
"behavior",39,7
"behavioral",0,7
"behaviors",1,7
"behaviour",0,7
"beheld",2,7
"behind",308,7
"behold",4,7
"being",516,7
"beings",33,7
"belden",0,7
"belgian",2,7
"belgium",4,7
"belief",15,7
"beliefs",19,7
"believe",210,7
"believed",115,7
"believers",0,7
"believes",8,7
"believing",9,7
"belinda",0,7
"bell",44,7
"bell's",1,7
"belle",1,7
"bellevue",0,7
"bellies",1,7
"bellowed",2,7
"bellowing",1,7
"bellows",0,7
"bells",12,7
"belly",9,7
"belong",45,7
"belonged",34,7
"belonging",10,7
"belongings",6,7
"belongs",17,7
"beloved",7,7
"below",274,7
"belt",37,7
"belts",9,7
"ben",34,7
"ben's",4,7
"bench",18,7
"benches",8,7
"bend",20,7
"bending",12,7
"bends",5,7
"beneath",79,7
"benedict",0,7
"beneficial",1,7
"benefit",12,7
"benefited",1,7
"benefits",7,7
"benevolent",1,7
"bengal",1,7
"benign",1,7
"benjamin",16,7
"benjy",0,7
"bennett",2,7
"benny",3,7
"benson",0,7
"bent",43,7
"benton",0,7
"bering",4,7
"berkeley",1,7
"berlin",4,7
"bermuda",1,7
"bernadette",1,7
"bernard",3,7
"berries",19,7
"berry",2,7
"bert",0,7
"bertha",1,7
"bertrand",0,7
"beset",1,7
"beside",103,7
"besides",77,7
"besieged",1,7
"bess",6,7
"bessie",2,7
"best",327,7
"best-known",2,7
"bestowed",1,7
"bet",8,7
"beta",0,7
"beth",8,7
"bethlehem",1,7
"bethune",1,7
"betray",1,7
"betrayed",4,7
"bets",0,7
"betsy",4,7
"betsy's",0,7
"better",403,7
"betting",0,7
"betty",13,7
"between",555,7
"beverage",1,7
"beverages",1,7
"beware",1,7
"bewildered",3,7
"bewildering",0,7
"bewilderment",1,7
"beyond",122,7
"bias",0,7
"biased",0,7
"biases",0,7
"bible",14,7
"biblical",1,7
"bibliography",0,7
"biceps",1,7
"bicycle",42,7
"bicycles",10,7
"bid",6,7
"bidding",3,7
"big",435,7
"bigelow",0,7
"bigfoot",0,7
"bigger",50,7
"biggest",30,7
"bike",23,7
"bikes",5,7
"bilateral",0,7
"bilbo",4,7
"bile",1,7
"bill",72,7
"bill's",4,7
"billboards",0,7
"billing",0,7
"billings",1,7
"billion",32,7
"billions",17,7
"billowing",1,7
"bills",12,7
"billy",17,7
"billy's",1,7
"bin",1,7
"binary",1,7
"bind",3,7
"binder",1,7
"binding",3,7
"binds",0,7
"binoculars",3,7
"bins",1,7
"biochemical",0,7
"biofeedback",0,7
"biographies",0,7
"biography",1,7
"biological",1,7
"biologically",0,7
"biologist",3,7
"biologists",2,7
"biology",8,7
"biosphere",4,7
"birch",8,7
"birches",1,7
"bird",85,7
"bird's",6,7
"birdie",0,7
"birds",122,7
"birds'",2,7
"birmingham",2,7
"birth",44,7
"birthday",34,7
"birthdays",1,7
"birthplace",1,7
"births",1,7
"biscuit",1,7
"biscuits",7,7
"bishop",10,7
"bishops",1,7
"bison",3,7
"bit",110,7
"bitch",0,7
"bite",20,7
"bites",3,7
"biting",8,7
"bits",36,7
"bitsy",0,7
"bitten",5,7
"bitter",26,7
"bitterly",8,7
"bitterness",3,7
"bizarre",1,7
"black",365,7
"black's",0,7
"black-and-white",2,7
"blackberries",0,7
"blackberry",1,7
"blackbird",1,7
"blackbirds",0,7
"blackboard",3,7
"blackened",3,7
"blackness",7,7
"blacks",13,7
"blacksmith",5,7
"bladder",5,7
"blade",15,7
"blades",9,7
"blair",1,7
"blake",1,7
"blame",10,7
"blamed",3,7
"blaming",0,7
"blanche",1,7
"bland",0,7
"blank",12,7
"blanket",23,7
"blankets",21,7
"blast",12,7
"blasted",2,7
"blasting",1,7
"blasts",1,7
"blaze",5,7
"blazed",5,7
"blazing",7,7
"bleach",1,7
"bleached",1,7
"bleachers",0,7
"bleak",4,7
"bled",1,7
"bleed",2,7
"bleeding",9,7
"blend",4,7
"blended",2,7
"blending",0,7
"blends",1,7
"bless",5,7
"blessed",6,7
"blessing",8,7
"blessings",2,7
"blew",28,7
"blight",0,7
"blind",38,7
"blinded",4,7
"blindfolded",1,7
"blinding",3,7
"blindly",1,7
"blindness",2,7
"blinds",2,7
"blink",4,7
"blinked",6,7
"blinking",6,7
"blistering",0,7
"blisters",1,7
"blitz",1,7
"blizzard",5,7
"blizzards",1,7
"blob",1,7
"block",48,7
"blockade",1,7
"blocked",12,7
"blocking",4,7
"blocks",41,7
"blond",5,7
"blonde",1,7
"blood",169,7
"bloodshed",1,7
"bloodstream",4,7
"bloody",10,7
"bloom",8,7
"bloomed",2,7
"blooming",2,7
"blossom",4,7
"blossoms",8,7
"blot",1,7
"blotted",2,7
"blouse",4,7
"blow",60,7
"blowing",30,7
"blown",20,7
"blows",18,7
"blubber",2,7
"blue",184,7
"blue-collar",0,7
"blue-eyed",0,7
"blue-green",4,7
"blueberries",1,7
"blueberry",1,7
"blueprint",2,7
"blueprints",2,7
"blues",5,7
"bluff",3,7
"bluffs",1,7
"bluish",1,7
"blunt",2,7
"blur",4,7
"blurred",5,7
"blurted",1,7
"blush",0,7
"blushed",1,7
"bo",0,7
"boa",0,7
"boar",3,7
"board",70,7
"boarded",5,7
"boarding",4,7
"boards",15,7
"boast",2,7
"boasted",2,7
"boasting",1,7
"boat",123,7
"boating",2,7
"boats",38,7
"bob",19,7
"bob's",0,7
"bobbed",2,7
"bobbin",2,7
"bobbing",3,7
"bobby",10,7
"bobby's",0,7
"bodies",82,7
"bodily",2,7
"body",456,7
"body's",5,7
"bog",3,7
"bogs",2,7
"boil",8,7
"boiled",13,7
"boiler",1,7
"boiling",17,7
"boils",4,7
"boisterous",0,7
"bold",11,7
"bolder",1,7
"boldly",3,7
"bolivia",2,7
"bologna",0,7
"bolt",4,7
"bolted",3,7
"bolts",2,7
"bomb",9,7
"bombarded",0,7
"bombardment",0,7
"bombay",1,7
"bombed",1,7
"bomber",0,7
"bombing",1,7
"bombs",4,7
"bond",3,7
"bondage",0,7
"bonded",0,7
"bonding",0,7
"bonds",5,7
"bone",43,7
"bones",97,7
"bonfire",1,7
"bonnet",2,7
"bonnie",3,7
"bonus",0,7
"bony",6,7
"boo",0,7
"book",296,7
"book's",0,7
"bookcase",1,7
"bookkeeping",0,7
"booklet",1,7
"books",208,7
"bookstore",0,7
"boom",7,7
"boomed",3,7
"booming",4,7
"boone",8,7
"boost",1,7
"boot",5,7
"booth",4,7
"booths",1,7
"boots",28,7
"border",28,7
"bordered",6,7
"bordering",2,7
"borders",9,7
"bore",16,7
"bored",14,7
"boredom",2,7
"boring",8,7
"boris",3,7
"born",163,7
"borne",3,7
"borneo",0,7
"borrow",12,7
"borrowed",14,7
"borrower",0,7
"borrowers",0,7
"borrowing",3,7
"borrows",0,7
"bosom",2,7
"boss",8,7
"bosses",2,7
"bossy",0,7
"boston",44,7
"botanists",2,7
"botany",2,7
"both",492,7
"bother",14,7
"bothered",10,7
"bothering",4,7
"bothers",1,7
"bottle",46,7
"bottled",1,7
"bottles",16,7
"bottom",152,7
"bottoms",2,7
"bough",1,7
"boughs",3,7
"bought",75,7
"boulder",5,7
"boulders",8,7
"boulevard",1,7
"bounce",6,7
"bounced",7,7
"bounces",1,7
"bouncing",5,7
"bound",32,7
"boundaries",8,7
"boundary",14,7
"bounded",6,7
"bounding",3,7
"boundless",0,7
"bounds",1,7
"bounty",1,7
"bouquet",3,7
"bourgeois",0,7
"bout",0,7
"bow",28,7
"bowed",11,7
"bowing",1,7
"bowl",29,7
"bowling",4,7
"bowls",9,7
"bows",9,7
"box",106,7
"boxer",0,7
"boxes",34,7
"boxing",3,7
"boy",280,7
"boy's",19,7
"boycott",1,7
"boyd",0,7
"boyhood",2,7
"boys",185,7
"boys'",5,7
"brace",1,7
"braced",4,7
"bracelet",1,7
"bracelets",2,7
"braces",2,7
"bracket",0,7
"brackets",0,7
"brad",0,7
"bradford",3,7
"bradley",1,7
"brady",3,7
"brag",1,7
"bragging",1,7
"brahmin",0,7
"braid",2,7
"braided",2,7
"braids",4,7
"braille",0,7
"brain",64,7
"brains",11,7
"brainstorming",1,7
"brake",5,7
"brakes",6,7
"brambles",1,7
"bran",1,7
"branch",46,7
"branched",1,7
"branches",65,7
"branching",1,7
"brand",8,7
"brand-new",2,7
"branded",1,7
"brands",3,7
"brandy",2,7
"brass",16,7
"brave",33,7
"bravely",5,7
"bravery",6,7
"braves",3,7
"bravest",2,7
"brazil",12,7
"brazilian",2,7
"breach",1,7
"bread",58,7
"breads",2,7
"breadth",1,7
"break",114,7
"breakdown",1,7
"breakers",2,7
"breakfast",72,7
"breaking",33,7
"breaks",20,7
"breakthrough",0,7
"breakup",0,7
"breast",13,7
"breastbone",2,7
"breasts",4,7
"breath",61,7
"breathe",36,7
"breathed",12,7
"breathes",1,7
"breathing",40,7
"breathless",4,7
"breathlessly",1,7
"breaths",2,7
"bred",3,7
"breech",0,7
"breeches",5,7
"breed",6,7
"breeders",0,7
"breeding",5,7
"breeds",1,7
"breeze",20,7
"breezes",4,7
"brenda",0,7
"breton",1,7
"brett",0,7
"brewing",2,7
"brewster",3,7
"brian",1,7
"bribery",0,7
"brick",29,7
"bricks",12,7
"bride",9,7
"bridge",62,7
"bridges",18,7
"bridle",4,7
"brief",25,7
"briefly",14,7
"brigade",0,7
"bright",134,7
"bright-colored",1,7
"brighten",1,7
"brightened",2,7
"brighter",9,7
"brightest",4,7
"brightly",13,7
"brightness",5,7
"brilliance",2,7
"brilliant",20,7
"brilliantly",1,7
"brim",1,7
"brine",0,7
"bring",163,7
"bringing",33,7
"brings",20,7
"brink",1,7
"brisk",3,7
"briskly",5,7
"bristles",2,7
"bristling",1,7
"bristol",1,7
"britain",27,7
"britain's",0,7
"british",85,7
"britons",2,7
"brittle",4,7
"broad",50,7
"broadcast",3,7
"broadcasting",0,7
"broadcasts",0,7
"broadened",0,7
"broader",2,7
"broadest",0,7
"broadly",1,7
"broadway",2,7
"broke",82,7
"broken",119,7
"broker",3,7
"brokers",0,7
"bronco",1,7
"brontosaurus",0,7
"bronx",2,7
"bronze",15,7
"brood",1,7
"brooding",1,7
"brook",4,7
"brooklyn",11,7
"brooks",5,7
"broom",6,7
"brooms",2,7
"broth",1,7
"brother",115,7
"brother's",6,7
"brother-in-law",1,7
"brotherhood",2,7
"brothers",58,7
"brought",275,7
"brow",5,7
"brown",126,7
"brown's",3,7
"brownie",0,7
"browning",0,7
"brownish",3,7
"browns",0,7
"brownstone",1,7
"brows",2,7
"bruce",6,7
"bruise",1,7
"bruised",5,7
"bruises",3,7
"bruno",0,7
"brush",47,7
"brushed",13,7
"brushes",4,7
"brushing",5,7
"brussels",0,7
"brutal",2,7
"brute",1,7
"brutus",1,7
"bryan",1,7
"bryant",0,7
"bubble",7,7
"bubbled",1,7
"bubbles",8,7
"bubbling",4,7
"buck",14,7
"buck's",0,7
"bucket",9,7
"buckets",5,7
"bucking",1,7
"buckle",1,7
"buckled",0,7
"buckles",2,7
"bucks",1,7
"buckskin",4,7
"buckwheat",1,7
"bud",6,7
"buddha",4,7
"buddhism",0,7
"buddhist",2,7
"budding",1,7
"buddy",2,7
"budge",2,7
"budget",7,7
"budgets",0,7
"buds",7,7
"buenos",1,7
"buff",1,7
"buffalo",39,7
"buffaloes",5,7
"buffer",0,7
"bug",3,7
"buggies",1,7
"buggy",7,7
"bugle",2,7
"bugs",8,7
"build",146,7
"builder",7,7
"builders",7,7
"building",183,7
"buildings",108,7
"builds",8,7
"buildup",0,7
"built",265,7
"built-in",2,7
"bulb",18,7
"bulbs",11,7
"bulgaria",0,7
"bulge",6,7
"bulged",1,7
"bulging",6,7
"bulk",3,7
"bulky",3,7
"bull",23,7
"bull's",0,7
"bulldozer",1,7
"bulldozers",0,7
"bullet",7,7
"bulletin",5,7
"bulletins",1,7
"bullets",7,7
"bullfinch",0,7
"bullfrog",0,7
"bulls",7,7
"bully",1,7
"bum",1,7
"bumble",1,7
"bump",6,7
"bumped",3,7
"bumper",1,7
"bumping",5,7
"bumps",4,7
"bumpy",1,7
"bun",1,7
"bunch",14,7
"bunched",1,7
"bunches",2,7
"bundle",11,7
"bundled",2,7
"bundles",9,7
"bunk",6,7
"bunker",1,7
"bunks",1,7
"bunny",2,7
"buns",0,7
"buoyant",2,7
"burbank",2,7
"burden",9,7
"burdened",1,7
"burdens",1,7
"bureau",12,7
"bureaucracies",0,7
"bureaucracy",0,7
"bureaucratic",0,7
"bureaucrats",0,7
"bureaus",0,7
"burger",0,7
"burglar",1,7
"burglary",0,7
"burial",3,7
"buried",37,7
"burke",0,7
"burlap",1,7
"burly",2,7
"burma",2,7
"burn",43,7
"burned",66,7
"burner",2,7
"burning",57,7
"burns",15,7
"burnt",7,7
"burr",3,7
"burro",0,7
"burrow",6,7
"burrowing",1,7
"burrows",3,7
"burst",29,7
"bursting",5,7
"bursts",2,7
"burton",2,7
"bury",7,7
"burying",1,7
"bus",56,7
"buses",14,7
"bush",18,7
"bushel",1,7
"bushels",0,7
"bushes",32,7
"bushmen",2,7
"bushy",5,7
"busied",1,7
"busiest",4,7
"busily",4,7
"business",140,7
"businesses",22,7
"businesslike",0,7
"businessman",4,7
"businessmen",5,7
"bust",1,7
"buster",0,7
"bustle",3,7
"bustling",2,7
"busy",86,7
"but",4244,7
"butch",0,7
"butcher",6,7
"butler",1,7
"butt",3,7
"butter",19,7
"buttered",2,7
"butterflies",6,7
"butterfly",6,7
"button",13,7
"buttoned",2,7
"buttons",14,7
"buy",165,7
"buyer",4,7
"buyers",4,7
"buying",27,7
"buys",6,7
"buzz",2,7
"buzzards",0,7
"buzzed",2,7
"buzzer",0,7
"buzzing",5,7
"by",3753,7
"by-product",0,7
